Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,yearID,teamID
CLE,74,88,34,583,162,1424.2,6.68,3.81,0.90,.310,67.6%,45.4%,9.7%,,4.91,,4.16,4.29,15.3,2002,
STL,97,65,42,634,162,1446.1,6.28,3.40,0.88,.277,74.5%,43.7%,9.1%,,3.70,,4.09,4.30,14.2,2002,
CHW,81,81,35,585,162,1423.0,5.98,3.34,1.20,.279,69.5%,42.1%,11.3%,,4.57,,4.61,4.51,14.0,2002,
NYM,75,86,36,612,161,1442.2,6.91,3.39,1.02,.287,73.3%,42.7%,10.2%,,3.91,,4.14,4.20,13.4,2002,
PHI,80,81,47,611,161,1449.2,6.67,3.54,0.95,.282,71.8%,46.5%,10.4%,,4.17,,4.18,4.20,13.1,2002,
TOR,78,84,41,623,162,1438.1,6.20,3.69,1.11,.294,69.7%,43.9%,10.9%,,4.81,,4.56,4.52,12.2,2002,
FLA,79,83,36,623,162,1456.1,6.82,3.90,0.93,.295,71.4%,43.1%,9.6%,,4.36,,4.21,4.36,11.8,2002,
CIN,78,84,42,624,162,1453.2,6.07,3.41,1.07,.293,71.5%,45.8%,11.5%,,4.29,,4.41,4.30,11.3,2002,
DET,55,106,33,533,161,1414.0,5.05,2.95,1.04,.302,66.4%,42.3%,9.3%,,4.94,,4.45,4.67,11.2,2002,
SDP,66,96,40,622,162,1436.1,6.94,3.65,1.11,.306,70.5%,44.4%,11.8%,,4.66,,4.37,4.22,8.9,2002,
BAL,67,95,31,569,162,1450.2,6.00,3.41,1.29,.286,73.3%,45.5%,13.2%,,4.46,,4.74,4.37,8.8,2002,
TEX,72,90,33,649,162,1439.2,6.44,4.18,1.21,.298,69.5%,43.2%,12.0%,,5.16,,4.84,4.64,7.6,2002,
KCR,62,100,30,583,162,1441.0,5.68,3.57,1.32,.296,69.0%,43.1%,12.6%,,5.21,,4.91,4.62,7.5,2002,
PIT,72,89,47,619,161,1412.2,5.86,3.64,1.04,.290,72.8%,47.8%,12.0%,,4.24,,4.49,4.32,7.1,2002,
COL,73,89,43,668,162,1426.2,5.80,3.67,1.42,.292,69.1%,43.6%,13.9%,,5.21,,5.08,4.60,6.5,2002,
MIL,56,106,32,608,162,1432.1,6.45,4.18,1.25,.289,71.7%,42.1%,12.4%,,4.76,,4.86,4.61,4.8,2002,
TBD,55,106,25,467,161,1440.1,5.78,3.87,1.34,.296,68.8%,38.6%,11.7%,,5.29,,5.11,4.94,2.8,2002,
NYY,101,61,49,530,163,1462.0,6.89,2.31,0.89,.302,70.4%,42.7%,9.3%,,4.03,,3.66,3.92,28.6,2003,
LAD,85,77,58,600,162,1457.2,7.96,3.25,0.78,.280,77.0%,48.0%,10.5%,,3.16,,3.56,3.63,27.0,2003,
ARI,84,78,42,614,162,1455.0,7.99,3.25,0.93,.293,73.1%,47.3%,11.4%,,3.84,,3.83,3.81,24.6,2003,
CHC,88,74,36,582,162,1456.1,8.68,3.81,0.88,.291,73.1%,47.1%,11.6%,,3.83,,3.80,3.75,24.1,2003,
CHW,86,76,36,523,162,1431.0,6.64,3.26,1.02,.281,71.4%,42.1%,10.5%,,4.17,,4.22,4.32,22.5,2003,
OAK,96,66,48,526,162,1441.2,6.36,3.12,0.87,.274,73.6%,46.6%,9.8%,,3.63,,4.03,4.21,22.4,2003,
BOS,95,67,36,599,162,1464.2,7.01,3.00,0.94,.300,67.9%,44.9%,10.4%,,4.49,,3.99,4.09,21.5,2003,
FLA,91,71,36,557,162,1445.1,7.05,3.30,0.80,.297,71.6%,42.1%,8.3%,,4.04,,3.80,4.21,21.3,2003,
MIN,90,72,45,561,162,1461.2,6.14,2.48,1.15,.290,71.1%,38.6%,10.4%,,4.41,,4.26,4.38,16.8,2003,
PHI,86,76,33,599,162,1443.2,6.61,3.34,0.89,.284,72.3%,45.3%,9.7%,,4.06,,4.12,4.32,16.6,2003,
HOU,87,75,50,664,162,1450.0,7.07,3.51,1.00,.281,74.4%,43.8%,10.7%,,3.87,,4.23,4.29,16.4,2003,
SEA,93,69,38,528,162,1441.0,6.25,2.91,1.08,.269,75.6%,39.2%,9.9%,,3.76,,4.29,4.49,16.1,2003,
SFG,100,61,43,622,161,1437.1,6.30,3.42,0.85,.278,74.4%,43.5%,8.9%,,3.73,,4.09,4.40,15.7,2003,
MON,83,79,42,599,162,1437.2,6.44,2.90,1.13,.290,73.5%,44.6%,12.2%,,4.01,,4.35,4.23,15.5,2003,
ATL,101,61,51,651,162,1456.1,6.13,3.43,0.91,.283,70.6%,47.6%,11.0%,,4.10,,4.21,4.24,15.2,2003,
TOR,86,76,35,605,162,1435.0,6.17,3.04,1.15,.302,69.2%,46.4%,12.7%,,4.69,,4.46,4.26,15.1,2003,
CLE,68,94,34,590,162,1459.1,5.82,3.09,1.10,.284,70.6%,44.0%,11.7%,,4.21,,4.49,4.43,12.1,2003,
BAL,71,91,41,588,163,1449.2,6.09,3.27,1.23,.301,71.5%,42.4%,12.4%,,4.76,,4.71,4.54,11.8,2003,
ANA,77,85,39,537,162,1431.1,6.16,3.06,1.19,.283,72.6%,39.4%,11.1%,,4.28,,4.57,4.58,11.3,2003,
KCR,83,79,36,570,162,1438.2,5.41,3.54,1.19,.295,68.9%,41.6%,11.0%,,5.07,,4.86,4.90,9.7,2003,
PIT,75,87,44,619,162,1444.1,5.77,3.13,1.11,.292,70.0%,45.2%,11.8%,,4.65,,4.52,4.44,9.1,2003,
TEX,71,91,43,656,162,1433.1,6.34,3.79,1.31,.313,66.1%,40.9%,13.9%,,5.69,,4.90,4.54,8.9,2003,
COL,74,88,34,662,162,1420.0,5.49,3.50,1.27,.307,69.2%,43.7%,12.9%,,5.24,,4.99,4.74,8.8,2003,
NYM,66,95,38,573,161,1413.1,5.78,3.67,1.07,.295,72.4%,42.1%,10.1%,,4.50,,4.61,4.78,8.3,2003,
STL,85,77,41,622,162,1463.2,5.96,3.12,1.29,.289,72.5%,41.1%,12.2%,,4.62,,4.75,4.60,7.3,2003,
MIL,68,94,44,622,162,1452.0,6.41,3.56,1.36,.300,70.5%,40.9%,12.5%,,5.03,,4.88,4.68,6.8,2003,
CIN,69,93,38,637,162,1446.1,5.80,3.67,1.30,.295,69.1%,42.6%,12.9%,,5.09,,4.94,4.70,6.6,2003,
SDP,64,98,31,635,162,1431.1,6.86,3.84,1.31,.289,70.7%,43.9%,13.7%,,4.87,,4.81,4.47,3.9,2003,
TBD,63,99,30,534,162,1436.2,5.49,4.00,1.23,.278,69.8%,40.1%,11.1%,,4.93,,5.12,5.13,3.1,2003,
DET,43,119,27,613,162,1438.2,4.78,3.48,1.22,.296,66.5%,42.5%,11.6%,,5.32,,5.01,4.95,2.9,2003,
MIN,92,70,48,597,162,1476.0,6.85,2.63,1.02,.302,72.9%,44.6%,10.2%,,4.04,,3.98,4.09,22.4,2004,
CHC,89,73,42,622,162,1465.1,8.27,3.35,1.04,.289,75.5%,44.8%,11.7%,,3.83,,3.98,3.89,22.3,2004,
HOU,92,70,47,655,162,1443.0,8.00,3.27,1.09,.299,74.3%,44.2%,11.9%,,4.05,,4.07,3.95,20.7,2004,
BOS,98,64,36,599,162,1451.1,7.02,2.77,0.99,.289,68.8%,45.4%,9.9%,,4.19,,4.03,4.17,20.6,2004,
ANA,92,70,50,505,162,1454.1,7.20,3.11,1.05,.299,72.2%,41.9%,9.7%,,4.28,,4.09,4.29,19.6,2004,
MIL,67,94,42,584,161,1442.0,6.85,2.97,1.02,.289,69.6%,44.0%,10.1%,,4.26,,4.10,4.22,19.0,2004,
NYY,101,61,59,598,162,1443.2,6.60,2.77,1.13,.300,69.0%,43.1%,10.5%,,4.69,,4.27,4.34,18.6,2004,
OAK,91,71,35,576,162,1471.1,6.32,3.33,1.00,.289,72.3%,46.9%,10.5%,,4.17,,4.34,4.39,17.7,2004,
FLA,83,79,53,566,162,1439.0,6.98,3.21,1.04,.288,72.9%,43.7%,10.7%,,4.10,,4.17,4.21,16.6,2004,
STL,105,57,57,631,162,1453.2,6.45,2.72,1.05,.276,74.4%,48.0%,11.9%,,3.75,,4.17,4.06,16.4,2004,
LAD,93,69,51,621,162,1453.1,6.60,3.23,1.10,.279,74.6%,41.4%,10.7%,,4.01,,4.36,4.40,16.2,2004,
ATL,96,66,48,645,162,1450.0,6.36,3.25,0.96,.294,75.0%,47.1%,10.7%,,3.75,,4.15,4.18,16.1,2004,
BAL,78,84,27,614,162,1455.1,6.74,4.25,0.98,.298,69.8%,45.6%,9.9%,,4.71,,4.52,4.66,15.7,2004,
PIT,72,89,46,625,161,1428.0,6.80,3.63,0.94,.301,71.5%,45.0%,9.9%,,4.31,,4.24,4.38,15.6,2004,
SDP,87,75,44,599,162,1441.0,6.74,2.64,1.15,.290,73.2%,42.9%,11.2%,,4.03,,4.19,4.14,15.5,2004,
TEX,89,73,52,630,162,1439.2,6.12,3.42,1.14,.297,71.8%,44.5%,11.0%,,4.54,,4.64,4.62,14.9,2004,
PHI,86,76,43,638,162,1462.2,6.58,3.09,1.32,.286,72.6%,42.4%,12.3%,,4.47,,4.65,4.43,13.4,2004,
CHW,83,79,34,561,162,1432.1,6.37,3.31,1.41,.293,70.7%,43.5%,13.8%,,4.91,,4.87,4.45,13.0,2004,
SFG,91,71,46,683,162,1457.0,6.30,3.39,0.99,.290,70.6%,44.9%,10.0%,,4.34,,4.31,4.44,12.7,2004,
NYM,71,91,31,636,162,1449.0,6.07,3.68,0.97,.284,72.7%,45.7%,9.9%,,4.10,,4.43,4.57,12.3,2004,
TOR,67,94,37,592,161,1421.0,6.05,3.85,1.15,.296,70.3%,44.7%,11.2%,,4.93,,4.77,4.73,11.7,2004,
DET,72,90,35,594,162,1439.2,6.22,3.31,1.19,.299,68.9%,45.9%,11.7%,,4.93,,4.60,4.48,10.9,2004,
ARI,51,111,33,633,162,1436.0,7.23,4.19,1.23,.297,68.0%,46.1%,13.5%,,4.98,,4.78,4.43,10.6,2004,
MON,67,95,31,624,162,1447.0,6.42,3.62,1.19,.291,73.2%,44.6%,12.1%,,4.33,,4.71,4.54,9.7,2004,
CLE,80,82,32,641,162,1466.2,6.84,3.55,1.23,.301,69.9%,43.8%,12.3%,,4.82,,4.62,4.43,9.4,2004,
KCR,58,104,25,571,162,1420.1,5.62,3.28,1.32,.307,68.0%,41.0%,11.3%,,5.16,,4.92,4.85,9.0,2004,
SEA,63,99,28,576,162,1459.1,6.39,3.55,1.31,.286,71.5%,39.3%,11.3%,,4.76,,4.85,4.79,8.9,2004,
COL,68,94,36,635,162,1435.1,5.94,4.37,1.24,.311,69.6%,45.3%,12.3%,,5.54,,5.13,4.93,7.3,2004,
TBD,70,91,35,562,161,1417.0,5.86,3.68,1.22,.283,69.2%,40.9%,10.7%,,4.82,,4.93,4.97,7.2,2004,
CIN,76,86,47,659,162,1443.2,6.18,3.57,1.47,.296,69.5%,42.5%,13.7%,,5.21,,5.10,4.67,5.6,2004,
CHW,99,63,54,574,162,1475.2,6.34,2.80,1.02,.275,75.4%,43.6%,10.5%,,3.61,,4.12,4.14,23.0,2005,
HOU,89,73,45,597,163,1443.0,7.26,2.74,0.97,.281,75.8%,46.4%,11.3%,,3.52,,3.84,3.75,22.6,2005,
LAA,95,67,54,541,162,1464.1,6.92,2.72,0.97,.288,75.0%,41.2%,9.2%,,3.68,,3.89,4.11,21.4,2005,
FLA,83,79,42,611,162,1442.1,7.02,3.51,0.72,.308,70.4%,45.2%,8.2%,,4.19,,3.81,4.13,21.2,2005,
CLE,93,69,51,571,162,1452.2,6.51,2.56,0.97,.275,73.6%,44.8%,10.2%,,3.61,,3.92,3.97,19.2,2005,
MIN,83,79,44,558,162,1464.1,5.93,2.14,1.04,.283,73.6%,45.1%,10.3%,,3.72,,4.00,4.04,19.0,2005,
OAK,88,74,38,572,162,1450.1,6.67,3.13,0.96,.271,73.4%,44.0%,10.2%,,3.70,,4.08,4.14,18.3,2005,
SDP,82,80,45,618,162,1455.1,7.01,3.11,0.90,.295,71.0%,43.0%,9.2%,,4.13,,3.90,4.10,17.4,2005,
NYM,83,79,38,554,162,1435.2,6.34,3.08,0.85,.283,73.7%,44.2%,8.8%,,3.77,,3.98,4.23,17.4,2005,
MIL,81,81,46,557,162,1438.0,7.34,3.56,1.06,.285,73.8%,41.4%,10.5%,,3.98,,4.20,4.22,16.5,2005,
PHI,88,74,40,604,162,1435.0,7.27,3.05,1.19,.283,72.4%,44.4%,13.3%,,4.21,,4.29,3.94,16.0,2005,
STL,100,62,48,598,162,1445.2,6.06,2.76,0.95,.282,75.1%,50.7%,11.6%,,3.49,,4.09,3.98,15.5,2005,
NYY,95,67,46,580,162,1430.2,6.20,2.91,1.03,.297,69.1%,47.0%,10.1%,,4.54,,4.28,4.36,15.2,2005,
CHC,79,83,39,619,162,1440.0,7.85,3.60,1.16,.284,73.7%,46.0%,13.5%,,4.19,,4.26,3.90,15.1,2005,
WSN,81,81,51,632,162,1458.0,6.15,3.33,0.86,.290,74.5%,40.2%,8.3%,,3.87,,4.16,4.51,14.5,2005,
ATL,90,72,38,646,162,1443.2,5.79,3.24,0.90,.294,74.3%,46.7%,10.3%,,3.98,,4.19,4.23,14.4,2005,
TOR,80,82,35,594,162,1447.0,5.96,2.76,1.15,.286,74.2%,45.7%,11.7%,,4.06,,4.42,4.26,14.0,2005,
BOS,95,67,38,604,162,1429.0,6.04,2.77,1.03,.303,68.9%,42.4%,9.6%,,4.74,,4.28,4.44,13.9,2005,
TEX,79,83,46,616,162,1440.0,5.83,3.26,0.99,.304,67.4%,46.0%,10.0%,,4.97,,4.37,4.46,13.7,2005,
BAL,74,88,38,636,162,1427.2,6.63,3.66,1.13,.292,70.2%,45.5%,11.9%,,4.56,,4.51,4.34,12.4,2005,
ARI,77,85,45,620,162,1456.1,6.41,3.32,1.19,.303,69.3%,45.4%,12.9%,,4.87,,4.55,4.25,11.9,2005,
SFG,75,87,46,673,162,1444.1,6.06,3.69,0.94,.289,71.6%,42.2%,9.0%,,4.35,,4.35,4.59,11.7,2005,
LAD,71,91,40,620,162,1427.1,6.33,2.97,1.15,.285,70.8%,45.9%,12.0%,,4.38,,4.40,4.20,11.3,2005,
COL,67,95,37,621,162,1418.2,6.22,3.83,1.11,.314,69.8%,44.2%,11.3%,,5.14,,4.70,4.59,10.2,2005,
DET,71,91,37,587,162,1435.2,5.69,2.89,1.21,.290,70.4%,45.7%,11.9%,,4.52,,4.57,4.38,9.7,2005,
SEA,69,93,39,595,162,1427.2,5.62,3.13,1.13,.287,72.0%,41.4%,9.9%,,4.49,,4.56,4.68,9.3,2005,
PIT,67,95,35,613,162,1436.0,6.00,3.84,1.02,.290,71.6%,43.9%,10.3%,,4.44,,4.57,4.60,7.2,2005,
CIN,73,89,31,654,163,1433.0,6.00,3.09,1.38,.309,69.7%,41.3%,12.3%,,5.18,,4.87,4.60,7.0,2005,
KCR,56,106,25,605,162,1413.1,5.88,3.69,1.13,.317,66.5%,44.4%,10.7%,,5.56,,4.74,4.72,6.1,2005,
TBD,67,95,43,563,162,1421.2,6.01,3.89,1.23,.302,66.4%,39.3%,10.6%,,5.40,,4.89,4.90,4.9,2005,
LAA,89,73,50,542,162,1452.2,7.21,2.92,0.98,.291,70.1%,42.3%,9.2%,,4.04,,4.03,4.28,21.3,2006,
MIN,96,66,40,583,162,1439.1,7.28,2.23,1.14,.302,73.7%,43.7%,11.3%,,3.95,,3.99,3.93,20.6,2006,
LAD,88,74,40,616,162,1460.1,6.58,3.03,0.94,.302,70.8%,47.8%,9.7%,,4.23,,4.13,4.29,19.7,2006,
CHW,90,72,46,560,162,1449.0,6.29,2.69,1.24,.295,70.5%,42.9%,11.2%,,4.61,,4.56,4.50,19.2,2006,
HOU,82,80,42,659,162,1468.2,7.11,2.94,1.12,.286,72.8%,45.2%,11.6%,,4.09,,4.27,4.16,19.2,2006,
ARI,76,86,34,623,162,1459.2,6.87,3.30,1.04,.299,70.4%,46.8%,11.1%,,4.49,,4.34,4.30,19.0,2006,
DET,95,67,46,552,162,1448.0,6.23,3.04,0.99,.284,74.1%,45.5%,10.0%,,3.85,,4.32,4.43,18.5,2006,
COL,76,86,34,661,162,1447.1,5.92,3.44,0.96,.304,69.5%,45.7%,9.6%,,4.66,,4.51,4.68,17.3,2006,
NYY,97,65,43,651,162,1443.2,6.35,3.09,1.06,.289,70.3%,43.3%,9.6%,,4.43,,4.42,4.61,17.3,2006,
OAK,93,69,54,606,162,1451.2,6.22,3.28,1.00,.301,73.4%,42.6%,9.2%,,4.22,,4.42,4.67,17.2,2006,
CLE,78,84,24,539,162,1423.1,5.99,2.71,1.05,.308,70.0%,44.7%,10.0%,,4.43,,4.34,4.47,16.4,2006,
SDP,88,74,50,637,162,1463.2,6.75,2.88,1.08,.276,73.9%,41.5%,10.1%,,3.88,,4.27,4.39,16.4,2006,
MIL,75,87,43,589,162,1425.2,7.23,3.24,1.12,.297,67.4%,42.1%,10.8%,,4.83,,4.39,4.40,16.2,2006,
NYM,97,65,43,636,162,1461.1,7.15,3.25,1.11,.284,72.5%,43.3%,11.0%,,4.16,,4.37,4.34,16.2,2006,
TEX,80,82,42,651,162,1431.1,6.11,3.12,1.02,.307,70.6%,46.4%,10.4%,,4.61,,4.44,4.50,15.8,2006,
TOR,87,75,42,644,162,1428.1,6.78,3.18,1.17,.292,71.7%,46.3%,12.3%,,4.37,,4.51,4.30,15.4,2006,
CIN,80,82,36,638,162,1445.2,6.56,2.89,1.33,.301,72.1%,41.5%,12.2%,,4.53,,4.69,4.47,14.7,2006,
PHI,85,77,42,662,162,1460.1,7.01,3.16,1.30,.304,71.9%,43.7%,13.0%,,4.61,,4.65,4.33,14.2,2006,
BOS,86,76,46,616,162,1441.1,6.68,3.18,1.13,.311,69.8%,43.8%,10.8%,,4.83,,4.50,4.50,13.4,2006,
SEA,78,84,47,591,162,1446.2,6.64,3.48,1.14,.297,71.1%,42.9%,10.7%,,4.60,,4.59,4.61,13.4,2006,
SFG,76,85,37,599,161,1429.2,6.24,3.68,0.96,.287,69.1%,41.9%,8.9%,,4.64,,4.52,4.82,13.0,2006,
PIT,67,95,39,667,162,1435.0,6.65,3.89,0.98,.312,71.3%,45.5%,10.4%,,4.55,,4.53,4.59,12.5,2006,
FLA,78,84,41,600,162,1433.1,6.83,3.91,1.04,.299,72.0%,42.7%,10.0%,,4.37,,4.59,4.72,12.2,2006,
ATL,79,83,38,684,162,1441.1,6.55,3.57,1.14,.300,71.1%,45.0%,11.6%,,4.60,,4.65,4.53,11.0,2006,
CHC,66,96,29,704,162,1439.0,7.82,4.30,1.31,.286,70.9%,41.6%,12.8%,,4.74,,4.88,4.58,10.4,2006,
TBD,61,101,33,606,162,1420.1,6.20,3.84,1.14,.312,70.1%,42.5%,10.3%,,4.97,,4.83,4.91,8.8,2006,
STL,83,78,38,630,161,1429.2,6.11,3.17,1.21,.288,72.5%,46.2%,12.5%,,4.54,,4.77,4.54,7.8,2006,
BAL,70,92,35,634,162,1419.0,6.44,3.89,1.37,.307,69.2%,42.3%,12.7%,,5.35,,5.09,4.80,7.6,2006,
WSN,71,91,32,679,162,1436.1,6.02,3.66,1.21,.292,69.0%,39.6%,10.2%,,5.03,,4.97,5.08,4.6,2006,
KCR,62,100,35,635,162,1426.1,5.70,4.02,1.34,.311,67.1%,42.2%,12.1%,,5.67,,5.29,5.09,0.5,2006,
SDP,89,74,45,648,163,1484.2,6.89,2.87,0.72,.287,71.6%,45.8%,7.4%,90.1,3.72,,3.81,4.13,22.7,2007,
CLE,96,66,49,557,162,1462.2,6.44,2.52,0.90,.302,71.9%,45.3%,8.7%,89.8,4.05,,4.06,4.21,20.5,2007,
LAA,94,68,43,558,162,1435.0,7.25,2.99,0.95,.307,71.1%,42.2%,8.6%,92.0,4.23,,4.10,4.26,20.0,2007,
LAD,82,80,43,645,162,1450.0,7.35,3.22,0.91,.301,70.9%,45.5%,9.6%,92.0,4.20,,4.07,4.07,20.0,2007,
MIL,83,79,49,654,162,1444.1,7.32,3.16,1.00,.308,70.2%,41.5%,9.2%,91.7,4.44,,4.22,4.29,18.8,2007,
BOS,96,66,45,613,162,1438.2,7.19,3.02,0.94,.284,73.5%,42.6%,8.7%,90.5,3.87,,4.14,4.28,18.4,2007,
CHC,85,77,39,640,162,1446.2,7.53,3.56,1.03,.281,73.6%,41.3%,9.6%,91.0,4.04,,4.36,4.36,17.7,2007,
TOR,83,79,44,582,162,1448.2,6.63,2.98,0.98,.282,71.8%,48.7%,10.6%,91.9,4.00,,4.28,4.15,17.5,2007,
CHW,72,90,42,625,162,1440.2,6.34,3.12,1.09,.304,68.2%,42.9%,9.8%,91.2,4.77,,4.56,4.54,17.2,2007,
OAK,76,86,36,608,162,1448.0,6.44,3.29,0.86,.296,69.4%,44.8%,8.3%,90.3,4.30,,4.23,4.44,17.0,2007,
COL,90,73,39,692,163,1472.0,5.91,3.08,1.00,.290,71.1%,46.5%,9.9%,92.0,4.32,,4.52,4.48,16.5,2007,
SFG,71,91,37,658,162,1453.2,6.54,3.67,0.82,.293,71.8%,43.0%,7.7%,90.2,4.20,,4.30,4.59,16.0,2007,
ARI,90,72,51,631,162,1441.0,6.80,3.41,1.06,.293,72.7%,43.9%,10.3%,90.2,4.13,,4.52,4.42,16.0,2007,
CIN,72,90,34,684,162,1449.2,6.63,2.99,1.23,.310,69.4%,40.0%,10.7%,89.9,4.95,,4.69,4.52,15.0,2007,
NYM,88,74,39,661,162,1452.1,7.03,3.53,1.02,.287,71.4%,40.8%,9.2%,90.5,4.27,,4.46,4.52,14.6,2007,
SEA,88,74,43,618,162,1434.1,6.40,3.43,0.92,.315,69.3%,43.6%,8.4%,90.3,4.77,,4.42,4.62,14.2,2007,
MIN,79,83,38,600,162,1436.2,6.85,2.63,1.16,.301,72.9%,42.9%,10.6%,92.5,4.18,,4.37,4.22,13.7,2007,
NYY,94,68,34,684,162,1450.2,6.26,3.59,0.93,.299,70.6%,42.8%,8.5%,91.6,4.50,,4.51,4.70,13.5,2007,
ATL,84,78,36,690,162,1456.1,6.83,3.32,1.06,.288,72.4%,45.3%,10.8%,91.3,4.11,,4.45,4.29,13.1,2007,
KCR,69,93,36,610,162,1437.1,6.22,3.26,1.05,.304,71.0%,41.1%,9.3%,91.5,4.50,,4.55,4.61,12.1,2007,
HOU,73,89,38,638,162,1464.2,6.81,3.13,1.27,.300,71.7%,44.0%,11.5%,90.8,4.70,,4.73,4.44,11.8,2007,
DET,88,74,44,605,162,1447.1,6.51,3.52,1.08,.295,70.7%,44.2%,10.2%,92.5,4.58,,4.67,4.59,11.1,2007,
BAL,69,93,30,652,162,1438.2,6.80,4.35,1.01,.302,68.4%,44.9%,9.7%,90.4,5.19,,4.78,4.78,11.0,2007,
PIT,68,94,32,657,162,1447.2,6.20,3.22,1.08,.315,69.5%,44.1%,10.0%,91.3,4.94,,4.66,4.60,10.9,2007,
PHI,89,73,42,660,162,1458.1,6.48,3.44,1.22,.301,71.5%,43.5%,11.9%,90.8,4.76,,4.86,4.52,9.9,2007,
STL,78,84,34,678,162,1435.2,5.92,3.19,1.05,.293,68.1%,43.5%,9.6%,91.2,4.67,,4.66,4.67,9.8,2007,
TBD,66,96,28,645,162,1429.2,7.52,3.58,1.25,.331,66.8%,41.8%,11.1%,92.0,5.53,,4.70,4.47,9.2,2007,
TEX,75,87,42,629,162,1430.0,6.14,4.20,0.98,.303,69.4%,46.5%,9.7%,91.5,4.76,,4.83,4.82,9.1,2007,
FLA,71,91,40,722,162,1443.2,7.12,4.12,1.10,.321,69.4%,41.7%,10.2%,91.3,4.96,,4.77,4.69,8.3,2007,
WSN,73,89,46,750,162,1446.2,5.79,3.61,1.16,.286,72.0%,39.7%,9.6%,89.7,4.58,,4.92,4.93,4.4,2007,
CHW,89,74,34,626,163,1457.2,7.08,2.84,0.96,.298,71.0%,45.5%,10.0%,92.2,4.11,,4.00,4.01,24.1,2008,
ARI,82,80,39,606,162,1434.2,7.71,2.83,0.92,.297,70.9%,45.3%,9.9%,91.4,3.99,,3.84,3.87,22.9,2008,
TOR,86,76,44,583,162,1446.2,7.37,2.91,0.83,.284,74.8%,46.6%,9.3%,92.5,3.49,,3.81,3.92,22.3,2008,
CHC,97,64,44,639,161,1450.2,7.84,3.40,0.99,.281,74.0%,41.6%,9.8%,91.5,3.87,,4.09,4.14,20.6,2008,
LAD,84,78,35,623,162,1447.1,7.49,2.98,0.76,.295,72.6%,49.6%,9.3%,92.9,3.68,,3.67,3.77,20.0,2008,
COL,74,88,36,647,162,1446.0,6.48,3.50,0.92,.309,68.5%,46.8%,10.0%,91.8,4.77,,4.30,4.32,19.5,2008,
TBR,97,65,52,610,162,1457.2,7.06,3.25,1.02,.277,74.0%,40.8%,9.3%,92.6,3.82,,4.22,4.35,19.2,2008,
BOS,95,67,47,628,162,1446.1,7.37,3.41,0.91,.289,72.6%,43.5%,9.2%,92.2,4.01,,4.09,4.23,18.4,2008,
LAA,100,62,66,545,162,1451.1,6.86,2.83,0.99,.296,73.0%,44.3%,9.8%,92.4,4.00,,4.12,4.17,17.5,2008,
NYY,89,73,42,637,162,1441.2,7.12,3.05,0.89,.307,71.0%,45.7%,9.3%,91.7,4.28,,3.96,4.08,16.9,2008,
KCR,75,87,44,601,162,1445.2,6.75,3.21,0.99,.298,69.1%,41.9%,9.2%,92.3,4.50,,4.21,4.36,16.7,2008,
FLA,84,77,36,672,161,1435.1,7.07,3.67,1.01,.290,70.6%,41.7%,9.8%,91.9,4.44,,4.37,4.42,15.1,2008,
PHI,92,70,47,630,162,1449.2,6.71,3.31,0.99,.292,74.8%,44.8%,10.8%,91.2,3.89,,4.30,4.21,14.9,2008,
SFG,72,90,41,640,162,1442.0,7.74,4.07,0.92,.300,71.4%,39.2%,8.8%,91.9,4.38,,4.24,4.44,14.8,2008,
MIL,90,72,45,607,162,1455.2,6.86,3.26,1.08,.285,74.5%,45.4%,11.7%,92.2,3.87,,4.34,4.14,14.6,2008,
OAK,75,86,33,602,161,1435.0,6.65,3.61,0.85,.287,72.2%,41.2%,8.0%,90.7,4.01,,4.19,4.53,14.6,2008,
CLE,81,81,31,561,162,1437.0,6.18,2.78,1.06,.301,70.7%,44.7%,10.5%,90.8,4.46,,4.33,4.28,13.2,2008,
NYM,89,73,43,719,162,1464.1,7.26,3.63,1.00,.289,73.6%,43.1%,10.5%,92.2,4.07,,4.32,4.26,13.0,2008,
MIN,88,75,42,648,163,1459.0,6.14,2.50,1.13,.301,72.0%,42.0%,10.2%,92.2,4.18,,4.30,4.29,12.8,2008,
SDP,63,99,30,653,162,1458.1,6.79,3.46,1.02,.294,70.9%,42.4%,10.1%,90.3,4.41,,4.33,4.33,12.7,2008,
HOU,86,75,48,649,161,1425.1,6.91,3.11,1.24,.293,72.8%,43.3%,12.1%,91.6,4.39,,4.53,4.24,11.4,2008,
PIT,67,95,34,659,162,1455.0,5.96,4.06,1.09,.311,69.5%,44.0%,10.8%,92.3,5.10,,4.84,4.74,10.3,2008,
SEA,61,101,36,631,162,1435.1,6.37,3.93,1.01,.307,70.7%,44.7%,9.8%,91.5,4.73,,4.59,4.64,9.4,2008,
TEX,79,83,36,619,162,1442.0,6.01,3.90,1.10,.315,65.6%,43.2%,10.2%,92.4,5.37,,4.83,4.82,9.2,2008,
STL,86,76,42,668,162,1454.0,5.92,3.07,1.01,.295,72.9%,45.3%,10.3%,92.4,4.20,,4.40,4.37,9.1,2008,
CIN,74,88,34,669,162,1442.1,7.66,3.48,1.25,.312,72.5%,42.7%,12.7%,92.2,4.55,,4.54,4.18,9.1,2008,
